,ICSA,mort30_m,HPI_NSA,UNRATE,state,state_hpi_nsa,state_hpi_sa
2020-05-31,2173400.0,3.2325,286.25,13.2,DE,221.62,219.45
2020-05-31,2173400.0,3.2325,286.25,13.2,FL,336.55,334.52
2020-05-31,2173400.0,3.2325,286.25,13.2,GA,264.33,261.38
2020-05-31,2173400.0,3.2325,286.25,13.2,HI,272.13,272.17
2020-05-31,2173400.0,3.2325,286.25,13.2,IA,261.11,257.52
2020-05-31,2173400.0,3.2325,286.25,13.2,ID,399.23,391.76
2020-05-31,2173400.0,3.2325,286.25,13.2,IL,209.53,205.93
2020-05-31,2173400.0,3.2325,286.25,13.2,IN,234.68,231.7
2020-05-31,2173400.0,3.2325,286.25,13.2,KS,265.15,261.39
2020-05-31,2173400.0,3.2325,286.25,13.2,KY,257.4,255.91
2020-05-31,2173400.0,3.2325,286.25,13.2,LA,293.15,290.3
2020-05-31,2173400.0,3.2325,286.25,13.2,MA,307.71,301.97
2020-05-31,2173400.0,3.2325,286.25,13.2,MD,262.67,256.87
2020-05-31,2173400.0,3.2325,286.25,13.2,ME,277.18,276.32
2020-05-31,2173400.0,3.2325,286.25,13.2,MI,247.31,242.51
2020-05-31,2173400.0,3.2325,286.25,13.2,MN,311.54,305.89
2020-05-31,2173400.0,3.2325,286.25,13.2,MO,259.3,255.27
2020-05-31,2173400.0,3.2325,286.25,13.2,MS,219.03,219.5
2020-05-31,2173400.0,3.2325,286.25,13.2,MT,434.28,426.75
2020-05-31,2173400.0,3.2325,286.25,13.2,NC,264.33,261.37
2020-05-31,2173400.0,3.2325,286.25,13.2,ND,324.04,320.97
2020-05-31,2173400.0,3.2325,286.25,13.2,NE,288.09,284.19
2020-05-31,2173400.0,3.2325,286.25,13.2,NH,276.08,272.85
2020-05-31,2173400.0,3.2325,286.25,13.2,NJ,250.06,248.03
2020-05-31,2173400.0,3.2325,286.25,13.2,NM,269.78,267.75
2020-05-31,2173400.0,3.2325,286.25,13.2,NV,283.83,280.44
2020-05-31,2173400.0,3.2325,286.25,13.2,NY,259.73,256.95
2020-05-31,2173400.0,3.2325,286.25,13.2,OH,222.64,218.65
2020-05-31,2173400.0,3.2325,286.25,13.2,OK,262.04,258.14
2020-05-31,2173400.0,3.2325,286.25,13.2,OR,459.79,452.01
2020-05-31,2173400.0,3.2325,286.25,13.2,PA,243.3,239.4
2020-05-31,2173400.0,3.2325,286.25,13.2,RI,249.26,246.06
2020-05-31,2173400.0,3.2325,286.25,13.2,SC,265.86,263.55
2020-05-31,2173400.0,3.2325,286.25,13.2,SD,322.6,319.35
2020-05-31,2173400.0,3.2325,286.25,13.2,TN,293.29,290.22
2020-05-31,2173400.0,3.2325,286.25,13.2,TX,309.03,304.78
2020-05-31,2173400.0,3.2325,286.25,13.2,UT,467.71,459.69
2020-05-31,2173400.0,3.2325,286.25,13.2,VA,276.6,271.52
2020-05-31,2173400.0,3.2325,286.25,13.2,VT,247.19,244.47
2020-05-31,2173400.0,3.2325,286.25,13.2,WA,410.68,400.69
2020-05-31,2173400.0,3.2325,286.25,13.2,WI,286.13,280.61
2020-05-31,2173400.0,3.2325,286.25,13.2,WV,219.6,218.61
2020-05-31,2173400.0,3.2325,286.25,13.2,WY,373.66,367.94
2020-06-30,1490250.0,3.1625,289.76,11.0,AK,276.21,272.75
2020-06-30,1490250.0,3.1625,289.76,11.0,AL,241.66,239.47
2020-06-30,1490250.0,3.1625,289.76,11.0,AR,234.65,233.82
2020-06-30,1490250.0,3.1625,289.76,11.0,AZ,360.5,358.28
2020-06-30,1490250.0,3.1625,289.76,11.0,CA,301.64,297.11
2020-06-30,1490250.0,3.1625,289.76,11.0,CO,497.77,487.7
2020-06-30,1490250.0,3.1625,289.76,11.0,CT,181.36,178.59
2020-06-30,1490250.0,3.1625,289.76,11.0,DC,551.38,539.96
2020-06-30,1490250.0,3.1625,289.76,11.0,DE,221.62,219.45
2020-06-30,1490250.0,3.1625,289.76,11.0,FL,336.55,334.52
2020-06-30,1490250.0,3.1625,289.76,11.0,GA,264.33,261.38
2020-06-30,1490250.0,3.1625,289.76,11.0,HI,272.13,272.17
2020-06-30,1490250.0,3.1625,289.76,11.0,IA,261.11,257.52
2020-06-30,1490250.0,3.1625,289.76,11.0,ID,399.23,391.76
2020-06-30,1490250.0,3.1625,289.76,11.0,IL,209.53,205.93
2020-06-30,1490250.0,3.1625,289.76,11.0,IN,234.68,231.7
2020-06-30,1490250.0,3.1625,289.76,11.0,KS,265.15,261.39
2020-06-30,1490250.0,3.1625,289.76,11.0,KY,257.4,255.91
2020-06-30,1490250.0,3.1625,289.76,11.0,LA,293.15,290.3
2020-06-30,1490250.0,3.1625,289.76,11.0,MA,307.71,301.97
2020-06-30,1490250.0,3.1625,289.76,11.0,MD,262.67,256.87
2020-06-30,1490250.0,3.1625,289.76,11.0,ME,277.18,276.32
2020-06-30,1490250.0,3.1625,289.76,11.0,MI,247.31,242.51
2020-06-30,1490250.0,3.1625,289.76,11.0,MN,311.54,305.89
2020-06-30,1490250.0,3.1625,289.76,11.0,MO,259.3,255.27
2020-06-30,1490250.0,3.1625,289.76,11.0,MS,219.03,219.5
2020-06-30,1490250.0,3.1625,289.76,11.0,MT,434.28,426.75
2020-06-30,1490250.0,3.1625,289.76,11.0,NC,264.33,261.37
2020-06-30,1490250.0,3.1625,289.76,11.0,ND,324.04,320.97
2020-06-30,1490250.0,3.1625,289.76,11.0,NE,288.09,284.19
2020-06-30,1490250.0,3.1625,289.76,11.0,NH,276.08,272.85
2020-06-30,1490250.0,3.1625,289.76,11.0,NJ,250.06,248.03
2020-06-30,1490250.0,3.1625,289.76,11.0,NM,269.78,267.75
2020-06-30,1490250.0,3.1625,289.76,11.0,NV,283.83,280.44
2020-06-30,1490250.0,3.1625,289.76,11.0,NY,259.73,256.95
2020-06-30,1490250.0,3.1625,289.76,11.0,OH,222.64,218.65
2020-06-30,1490250.0,3.1625,289.76,11.0,OK,262.04,258.14
2020-06-30,1490250.0,3.1625,289.76,11.0,OR,459.79,452.01
2020-06-30,1490250.0,3.1625,289.76,11.0,PA,243.3,239.4
2020-06-30,1490250.0,3.1625,289.76,11.0,RI,249.26,246.06
2020-06-30,1490250.0,3.1625,289.76,11.0,SC,265.86,263.55
2020-06-30,1490250.0,3.1625,289.76,11.0,SD,322.6,319.35
2020-06-30,1490250.0,3.1625,289.76,11.0,TN,293.29,290.22
2020-06-30,1490250.0,3.1625,289.76,11.0,TX,309.03,304.78
2020-06-30,1490250.0,3.1625,289.76,11.0,UT,467.71,459.69
2020-06-30,1490250.0,3.1625,289.76,11.0,VA,276.6,271.52
2020-06-30,1490250.0,3.1625,289.76,11.0,VT,247.19,244.47
2020-06-30,1490250.0,3.1625,289.76,11.0,WA,410.68,400.69
2020-06-30,1490250.0,3.1625,289.76,11.0,WI,286.13,280.61
2020-06-30,1490250.0,3.1625,289.76,11.0,WV,219.6,218.61
2020-06-30,1490250.0,3.1625,289.76,11.0,WY,373.66,367.94
2020-07-31,1383500.0,3.016,293.47,10.2,AK,277.07,273.72
2020-07-31,1383500.0,3.016,293.47,10.2,AL,249.35,246.63
2020-07-31,1383500.0,3.016,293.47,10.2,AR,241.9,240.32
2020-07-31,1383500.0,3.016,293.47,10.2,AZ,374.72,372.83
2020-07-31,1383500.0,3.016,293.47,10.2,CA,311.54,309.44
2020-07-31,1383500.0,3.016,293.47,10.2,CO,510.76,507.67
2020-07-31,1383500.0,3.016,293.47,10.2,CT,190.26,187.6
2020-07-31,1383500.0,3.016,293.47,10.2,DC,577.47,569.43
2020-07-31,1383500.0,3.016,293.47,10.2,DE,226.73,226.22
2020-07-31,1383500.0,3.016,293.47,10.2,FL,346.52,343.94
2020-07-31,1383500.0,3.016,293.47,10.2,GA,272.21,270.35
2020-07-31,1383500.0,3.016,293.47,10.2,HI,272.58,271.53
2020-07-31,1383500.0,3.016,293.47,10.2,IA,267.79,263.6
2020-07-31,1383500.0,3.016,293.47,10.2,ID,424.58,419.63
2020-07-31,1383500.0,3.016,293.47,10.2,IL,215.75,213.19
2020-07-31,1383500.0,3.016,293.47,10.2,IN,242.73,239.8
2020-07-31,1383500.0,3.016,293.47,10.2,KS,275.95,273.39
2020-07-31,1383500.0,3.016,293.47,10.2,KY,266.59,265.21
2020-07-31,1383500.0,3.016,293.47,10.2,LA,297.61,295.16
2020-07-31,1383500.0,3.016,293.47,10.2,MA,320.64,316.89
2020-07-31,1383500.0,3.016,293.47,10.2,MD,272.01,268.8
2020-07-31,1383500.0,3.016,293.47,10.2,ME,289.15,286.4
2020-07-31,1383500.0,3.016,293.47,10.2,MI,256.98,253.28
2020-07-31,1383500.0,3.016,293.47,10.2,MN,319.05,315.35
2020-07-31,1383500.0,3.016,293.47,10.2,MO,269.08,266.15
2020-07-31,1383500.0,3.016,293.47,10.2,MS,225.05,224.58
2020-07-31,1383500.0,3.016,293.47,10.2,MT,456.93,451.84
2020-07-31,1383500.0,3.016,293.47,10.2,NC,272.93,270.91
2020-07-31,1383500.0,3.016,293.47,10.2,ND,332.94,328.67
2020-07-31,1383500.0,3.016,293.47,10.2,NE,298.01,294.32
2020-07-31,1383500.0,3.016,293.47,10.2,NH,289.7,288.62
2020-07-31,1383500.0,3.016,293.47,10.2,NJ,261.85,260.95
2020-07-31,1383500.0,3.016,293.47,10.2,NM,279.17,276.54
2020-07-31,1383500.0,3.016,293.47,10.2,NV,293.22,289.48
2020-07-31,1383500.0,3.016,293.47,10.2,NY,268.59,264.77
2020-07-31,1383500.0,3.016,293.47,10.2,OH,231.04,227.83
2020-07-31,1383500.0,3.016,293.47,10.2,OK,264.93,262.02
2020-07-31,1383500.0,3.016,293.47,10.2,OR,477.96,473.77
2020-07-31,1383500.0,3.016,293.47,10.2,PA,252.44,249.88
2020-07-31,1383500.0,3.016,293.47,10.2,RI,263.22,260.75
2020-07-31,1383500.0,3.016,293.47,10.2,SC,275.69,273.08
2020-07-31,1383500.0,3.016,293.47,10.2,SD,331.62,328.56
2020-07-31,1383500.0,3.016,293.47,10.2,TN,303.44,301.44
2020-07-31,1383500.0,3.016,293.47,10.2,TX,317.22,314.39
2020-07-31,1383500.0,3.016,293.47,10.2,UT,485.54,481.68
2020-07-31,1383500.0,3.016,293.47,10.2,VA,285.65,283.79
2020-07-31,1383500.0,3.016,293.47,10.2,VT,260.64,257.62
2020-07-31,1383500.0,3.016,293.47,10.2,WA,424.9,420.89
2020-07-31,1383500.0,3.016,293.47,10.2,WI,295.87,291.26
2020-07-31,1383500.0,3.016,293.47,10.2,WV,230.4,226.67
2020-07-31,1383500.0,3.016,293.47,10.2,WY,380.92,375.12
2020-08-31,922400.0,2.935,297.25,8.4,AK,277.07,273.72
2020-08-31,922400.0,2.935,297.25,8.4,AL,249.35,246.63
2020-08-31,922400.0,2.935,297.25,8.4,AR,241.9,240.32
2020-08-31,922400.0,2.935,297.25,8.4,AZ,374.72,372.83
2020-08-31,922400.0,2.935,297.25,8.4,CA,311.54,309.44
2020-08-31,922400.0,2.935,297.25,8.4,CO,510.76,507.67
2020-08-31,922400.0,2.935,297.25,8.4,CT,190.26,187.6
2020-08-31,922400.0,2.935,297.25,8.4,DC,577.47,569.43
2020-08-31,922400.0,2.935,297.25,8.4,DE,226.73,226.22
2020-08-31,922400.0,2.935,297.25,8.4,FL,346.52,343.94
2020-08-31,922400.0,2.935,297.25,8.4,GA,272.21,270.35
2020-08-31,922400.0,2.935,297.25,8.4,HI,272.58,271.53
2020-08-31,922400.0,2.935,297.25,8.4,IA,267.79,263.6
2020-08-31,922400.0,2.935,297.25,8.4,ID,424.58,419.63
2020-08-31,922400.0,2.935,297.25,8.4,IL,215.75,213.19
2020-08-31,922400.0,2.935,297.25,8.4,IN,242.73,239.8
2020-08-31,922400.0,2.935,297.25,8.4,KS,275.95,273.39
2020-08-31,922400.0,2.935,297.25,8.4,KY,266.59,265.21
2020-08-31,922400.0,2.935,297.25,8.4,LA,297.61,295.16
2020-08-31,922400.0,2.935,297.25,8.4,MA,320.64,316.89
2020-08-31,922400.0,2.935,297.25,8.4,MD,272.01,268.8
2020-08-31,922400.0,2.935,297.25,8.4,ME,289.15,286.4
2020-08-31,922400.0,2.935,297.25,8.4,MI,256.98,253.28
2020-08-31,922400.0,2.935,297.25,8.4,MN,319.05,315.35
2020-08-31,922400.0,2.935,297.25,8.4,MO,269.08,266.15
2020-08-31,922400.0,2.935,297.25,8.4,MS,225.05,224.58
2020-08-31,922400.0,2.935,297.25,8.4,MT,456.93,451.84
2020-08-31,922400.0,2.935,297.25,8.4,NC,272.93,270.91
2020-08-31,922400.0,2.935,297.25,8.4,ND,332.94,328.67
2020-08-31,922400.0,2.935,297.25,8.4,NE,298.01,294.32
2020-08-31,922400.0,2.935,297.25,8.4,NH,289.7,288.62
2020-08-31,922400.0,2.935,297.25,8.4,NJ,261.85,260.95
2020-08-31,922400.0,2.935,297.25,8.4,NM,279.17,276.54
2020-08-31,922400.0,2.935,297.25,8.4,NV,293.22,289.48
2020-08-31,922400.0,2.935,297.25,8.4,NY,268.59,264.77
2020-08-31,922400.0,2.935,297.25,8.4,OH,231.04,227.83
2020-08-31,922400.0,2.935,297.25,8.4,OK,264.93,262.02
2020-08-31,922400.0,2.935,297.25,8.4,OR,477.96,473.77
2020-08-31,922400.0,2.935,297.25,8.4,PA,252.44,249.88
2020-08-31,922400.0,2.935,297.25,8.4,RI,263.22,260.75
2020-08-31,922400.0,2.935,297.25,8.4,SC,275.69,273.08
2020-08-31,922400.0,2.935,297.25,8.4,SD,331.62,328.56
2020-08-31,922400.0,2.935,297.25,8.4,TN,303.44,301.44
2020-08-31,922400.0,2.935,297.25,8.4,TX,317.22,314.39
2020-08-31,922400.0,2.935,297.25,8.4,UT,485.54,481.68
2020-08-31,922400.0,2.935,297.25,8.4,VA,285.65,283.79
2020-08-31,922400.0,2.935,297.25,8.4,VT,260.64,257.62
2020-08-31,922400.0,2.935,297.25,8.4,WA,424.9,420.89
2020-08-31,922400.0,2.935,297.25,8.4,WI,295.87,291.26
2020-08-31,922400.0,2.935,297.25,8.4,WV,230.4,226.67
2020-08-31,922400.0,2.935,297.25,8.4,WY,380.92,375.12
2020-09-30,851750.0,2.89,300.91,7.8,AK,277.07,273.72
2020-09-30,851750.0,2.89,300.91,7.8,AL,249.35,246.63
2020-09-30,851750.0,2.89,300.91,7.8,AR,241.9,240.32
2020-09-30,851750.0,2.89,300.91,7.8,AZ,374.72,372.83
2020-09-30,851750.0,2.89,300.91,7.8,CA,311.54,309.44
2020-09-30,851750.0,2.89,300.91,7.8,CO,510.76,507.67
2020-09-30,851750.0,2.89,300.91,7.8,CT,190.26,187.6
2020-09-30,851750.0,2.89,300.91,7.8,DC,577.47,569.43
2020-09-30,851750.0,2.89,300.91,7.8,DE,226.73,226.22
2020-09-30,851750.0,2.89,300.91,7.8,FL,346.52,343.94
2020-09-30,851750.0,2.89,300.91,7.8,GA,272.21,270.35
2020-09-30,851750.0,2.89,300.91,7.8,HI,272.58,271.53
2020-09-30,851750.0,2.89,300.91,7.8,IA,267.79,263.6
2020-09-30,851750.0,2.89,300.91,7.8,ID,424.58,419.63
2020-09-30,851750.0,2.89,300.91,7.8,IL,215.75,213.19
2020-09-30,851750.0,2.89,300.91,7.8,IN,242.73,239.8
2020-09-30,851750.0,2.89,300.91,7.8,KS,275.95,273.39
2020-09-30,851750.0,2.89,300.91,7.8,KY,266.59,265.21
2020-09-30,851750.0,2.89,300.91,7.8,LA,297.61,295.16
2020-09-30,851750.0,2.89,300.91,7.8,MA,320.64,316.89
2020-09-30,851750.0,2.89,300.91,7.8,MD,272.01,268.8
2020-09-30,851750.0,2.89,300.91,7.8,ME,289.15,286.4
2020-09-30,851750.0,2.89,300.91,7.8,MI,256.98,253.28
2020-09-30,851750.0,2.89,300.91,7.8,MN,319.05,315.35
2020-09-30,851750.0,2.89,300.91,7.8,MO,269.08,266.15
2020-09-30,851750.0,2.89,300.91,7.8,MS,225.05,224.58
2020-09-30,851750.0,2.89,300.91,7.8,MT,456.93,451.84
2020-09-30,851750.0,2.89,300.91,7.8,NC,272.93,270.91
2020-09-30,851750.0,2.89,300.91,7.8,ND,332.94,328.67
2020-09-30,851750.0,2.89,300.91,7.8,NE,298.01,294.32
2020-09-30,851750.0,2.89,300.91,7.8,NH,289.7,288.62
2020-09-30,851750.0,2.89,300.91,7.8,NJ,261.85,260.95
2020-09-30,851750.0,2.89,300.91,7.8,NM,279.17,276.54
2020-09-30,851750.0,2.89,300.91,7.8,NV,293.22,289.48
2020-09-30,851750.0,2.89,300.91,7.8,NY,268.59,264.77
2020-09-30,851750.0,2.89,300.91,7.8,OH,231.04,227.83
2020-09-30,851750.0,2.89,300.91,7.8,OK,264.93,262.02
2020-09-30,851750.0,2.89,300.91,7.8,OR,477.96,473.77
2020-09-30,851750.0,2.89,300.91,7.8,PA,252.44,249.88
2020-09-30,851750.0,2.89,300.91,7.8,RI,263.22,260.75
2020-09-30,851750.0,2.89,300.91,7.8,SC,275.69,273.08
2020-09-30,851750.0,2.89,300.91,7.8,SD,331.62,328.56
2020-09-30,851750.0,2.89,300.91,7.8,TN,303.44,301.44
2020-09-30,851750.0,2.89,300.91,7.8,TX,317.22,314.39
2020-09-30,851750.0,2.89,300.91,7.8,UT,485.54,481.68
2020-09-30,851750.0,2.89,300.91,7.8,VA,285.65,283.79
2020-09-30,851750.0,2.89,300.91,7.8,VT,260.64,257.62
2020-09-30,851750.0,2.89,300.91,7.8,WA,424.9,420.89
2020-09-30,851750.0,2.89,300.91,7.8,WI,295.87,291.26
2020-09-30,851750.0,2.89,300.91,7.8,WV,230.4,226.67
2020-09-30,851750.0,2.89,300.91,7.8,WY,380.92,375.12
2020-10-31,795400.0,2.834,304.12,6.9,AK,286.26,287.53
2020-10-31,795400.0,2.834,304.12,6.9,AL,257.1,258.21
2020-10-31,795400.0,2.834,304.12,6.9,AR,249.64,250.24
2020-10-31,795400.0,2.834,304.12,6.9,AZ,391.26,393.09
2020-10-31,795400.0,2.834,304.12,6.9,CA,324.27,325.34
2020-10-31,795400.0,2.834,304.12,6.9,CO,525.55,530.61
2020-10-31,795400.0,2.834,304.12,6.9,CT,197.46,198.59
2020-10-31,795400.0,2.834,304.12,6.9,DC,577.01,576.45
2020-10-31,795400.0,2.834,304.12,6.9,DE,234.04,235.4
2020-10-31,795400.0,2.834,304.12,6.9,FL,359.92,361.26
2020-10-31,795400.0,2.834,304.12,6.9,GA,281.78,282.56
2020-10-31,795400.0,2.834,304.12,6.9,HI,279.68,280.12
2020-10-31,795400.0,2.834,304.12,6.9,IA,272.79,272.98
2020-10-31,795400.0,2.834,304.12,6.9,ID,451.99,453.74
2020-10-31,795400.0,2.834,304.12,6.9,IL,219.45,220.6
2020-10-31,795400.0,2.834,304.12,6.9,IN,249.82,250.63
2020-10-31,795400.0,2.834,304.12,6.9,KS,281.35,283.67
2020-10-31,795400.0,2.834,304.12,6.9,KY,273.84,275.77
2020-10-31,795400.0,2.834,304.12,6.9,LA,302.07,301.62
2020-10-31,795400.0,2.834,304.12,6.9,MA,331.38,332.07
2020-10-31,795400.0,2.834,304.12,6.9,MD,278.03,279.15
2020-10-31,795400.0,2.834,304.12,6.9,ME,303.12,305.6
2020-10-31,795400.0,2.834,304.12,6.9,MI,262.63,264.01
2020-10-31,795400.0,2.834,304.12,6.9,MN,324.92,328.06
2020-10-31,795400.0,2.834,304.12,6.9,MO,274.94,276.0
2020-10-31,795400.0,2.834,304.12,6.9,MS,228.27,229.69
2020-10-31,795400.0,2.834,304.12,6.9,MT,479.33,479.01
2020-10-31,795400.0,2.834,304.12,6.9,NC,283.99,285.17
2020-10-31,795400.0,2.834,304.12,6.9,ND,336.75,337.27
2020-10-31,795400.0,2.834,304.12,6.9,NE,303.71,305.68
2020-10-31,795400.0,2.834,304.12,6.9,NH,300.64,304.12
2020-10-31,795400.0,2.834,304.12,6.9,NJ,272.49,273.87
2020-10-31,795400.0,2.834,304.12,6.9,NM,287.2,286.77
2020-10-31,795400.0,2.834,304.12,6.9,NV,301.76,302.21
2020-10-31,795400.0,2.834,304.12,6.9,NY,279.35,278.79
2020-10-31,795400.0,2.834,304.12,6.9,OH,236.37,237.2
2020-10-31,795400.0,2.834,304.12,6.9,OK,271.24,271.16
2020-10-31,795400.0,2.834,304.12,6.9,OR,491.27,496.82
2020-10-31,795400.0,2.834,304.12,6.9,PA,258.31,259.37
2020-10-31,795400.0,2.834,304.12,6.9,RI,277.12,278.13
2020-10-31,795400.0,2.834,304.12,6.9,SC,280.6,281.78
2020-10-31,795400.0,2.834,304.12,6.9,SD,339.22,341.3
2020-10-31,795400.0,2.834,304.12,6.9,TN,313.69,314.67
2020-10-31,795400.0,2.834,304.12,6.9,TX,325.05,326.47
2020-10-31,795400.0,2.834,304.12,6.9,UT,509.06,513.13
2020-10-31,795400.0,2.834,304.12,6.9,VA,293.86,295.69
2020-10-31,795400.0,2.834,304.12,6.9,VT,271.0,273.27
2020-10-31,795400.0,2.834,304.12,6.9,WA,438.51,443.04
2020-10-31,795400.0,2.834,304.12,6.9,WI,302.23,304.91
2020-10-31,795400.0,2.834,304.12,6.9,WV,235.09,234.45
2020-10-31,795400.0,2.834,304.12,6.9,WY,389.26,387.86
2020-11-30,751250.0,2.765,306.16,6.7,AK,286.26,287.53
2020-11-30,751250.0,2.765,306.16,6.7,AL,257.1,258.21
2020-11-30,751250.0,2.765,306.16,6.7,AR,249.64,250.24
2020-11-30,751250.0,2.765,306.16,6.7,AZ,391.26,393.09
2020-11-30,751250.0,2.765,306.16,6.7,CA,324.27,325.34
2020-11-30,751250.0,2.765,306.16,6.7,CO,525.55,530.61
2020-11-30,751250.0,2.765,306.16,6.7,CT,197.46,198.59
2020-11-30,751250.0,2.765,306.16,6.7,DC,577.01,576.45
2020-11-30,751250.0,2.765,306.16,6.7,DE,234.04,235.4
2020-11-30,751250.0,2.765,306.16,6.7,FL,359.92,361.26
2020-11-30,751250.0,2.765,306.16,6.7,GA,281.78,282.56
2020-11-30,751250.0,2.765,306.16,6.7,HI,279.68,280.12
2020-11-30,751250.0,2.765,306.16,6.7,IA,272.79,272.98
2020-11-30,751250.0,2.765,306.16,6.7,ID,451.99,453.74
2020-11-30,751250.0,2.765,306.16,6.7,IL,219.45,220.6
2020-11-30,751250.0,2.765,306.16,6.7,IN,249.82,250.63
2020-11-30,751250.0,2.765,306.16,6.7,KS,281.35,283.67
2020-11-30,751250.0,2.765,306.16,6.7,KY,273.84,275.77
2020-11-30,751250.0,2.765,306.16,6.7,LA,302.07,301.62
2020-11-30,751250.0,2.765,306.16,6.7,MA,331.38,332.07
2020-11-30,751250.0,2.765,306.16,6.7,MD,278.03,279.15
2020-11-30,751250.0,2.765,306.16,6.7,ME,303.12,305.6
2020-11-30,751250.0,2.765,306.16,6.7,MI,262.63,264.01
2020-11-30,751250.0,2.765,306.16,6.7,MN,324.92,328.06
2020-11-30,751250.0,2.765,306.16,6.7,MO,274.94,276.0
2020-11-30,751250.0,2.765,306.16,6.7,MS,228.27,229.69
2020-11-30,751250.0,2.765,306.16,6.7,MT,479.33,479.01
2020-11-30,751250.0,2.765,306.16,6.7,NC,283.99,285.17
2020-11-30,751250.0,2.765,306.16,6.7,ND,336.75,337.27
2020-11-30,751250.0,2.765,306.16,6.7,NE,303.71,305.68
2020-11-30,751250.0,2.765,306.16,6.7,NH,300.64,304.12
2020-11-30,751250.0,2.765,306.16,6.7,NJ,272.49,273.87
2020-11-30,751250.0,2.765,306.16,6.7,NM,287.2,286.77
2020-11-30,751250.0,2.765,306.16,6.7,NV,301.76,302.21
2020-11-30,751250.0,2.765,306.16,6.7,NY,279.35,278.79
2020-11-30,751250.0,2.765,306.16,6.7,OH,236.37,237.2
2020-11-30,751250.0,2.765,306.16,6.7,OK,271.24,271.16
2020-11-30,751250.0,2.765,306.16,6.7,OR,491.27,496.82
2020-11-30,751250.0,2.765,306.16,6.7,PA,258.31,259.37
2020-11-30,751250.0,2.765,306.16,6.7,RI,277.12,278.13
2020-11-30,751250.0,2.765,306.16,6.7,SC,280.6,281.78
2020-11-30,751250.0,2.765,306.16,6.7,SD,339.22,341.3
2020-11-30,751250.0,2.765,306.16,6.7,TN,313.69,314.67
2020-11-30,751250.0,2.765,306.16,6.7,TX,325.05,326.47
2020-11-30,751250.0,2.765,306.16,6.7,UT,509.06,513.13
2020-11-30,751250.0,2.765,306.16,6.7,VA,293.86,295.69
2020-11-30,751250.0,2.765,306.16,6.7,VT,271.0,273.27
2020-11-30,751250.0,2.765,306.16,6.7,WA,438.51,443.04
2020-11-30,751250.0,2.765,306.16,6.7,WI,302.23,304.91
2020-11-30,751250.0,2.765,306.16,6.7,WV,235.09,234.45
2020-11-30,751250.0,2.765,306.16,6.7,WY,389.26,387.86
2020-12-31,836750.0,2.684,308.27,6.7,AK,286.26,287.53
2020-12-31,836750.0,2.684,308.27,6.7,AL,257.1,258.21
2020-12-31,836750.0,2.684,308.27,6.7,AR,249.64,250.24
2020-12-31,836750.0,2.684,308.27,6.7,AZ,391.26,393.09
2020-12-31,836750.0,2.684,308.27,6.7,CA,324.27,325.34
2020-12-31,836750.0,2.684,308.27,6.7,CO,525.55,530.61
2020-12-31,836750.0,2.684,308.27,6.7,CT,197.46,198.59
2020-12-31,836750.0,2.684,308.27,6.7,DC,577.01,576.45
2020-12-31,836750.0,2.684,308.27,6.7,DE,234.04,235.4
2020-12-31,836750.0,2.684,308.27,6.7,FL,359.92,361.26
2020-12-31,836750.0,2.684,308.27,6.7,GA,281.78,282.56
2020-12-31,836750.0,2.684,308.27,6.7,HI,279.68,280.12
2020-12-31,836750.0,2.684,308.27,6.7,IA,272.79,272.98
2020-12-31,836750.0,2.684,308.27,6.7,ID,451.99,453.74
2020-12-31,836750.0,2.684,308.27,6.7,IL,219.45,220.6
2020-12-31,836750.0,2.684,308.27,6.7,IN,249.82,250.63
2020-12-31,836750.0,2.684,308.27,6.7,KS,281.35,283.67
2020-12-31,836750.0,2.684,308.27,6.7,KY,273.84,275.77
2020-12-31,836750.0,2.684,308.27,6.7,LA,302.07,301.62
2020-12-31,836750.0,2.684,308.27,6.7,MA,331.38,332.07
2020-12-31,836750.0,2.684,308.27,6.7,MD,278.03,279.15
2020-12-31,836750.0,2.684,308.27,6.7,ME,303.12,305.6
2020-12-31,836750.0,2.684,308.27,6.7,MI,262.63,264.01
2020-12-31,836750.0,2.684,308.27,6.7,MN,324.92,328.06
2020-12-31,836750.0,2.684,308.27,6.7,MO,274.94,276.0
2020-12-31,836750.0,2.684,308.27,6.7,MS,228.27,229.69
2020-12-31,836750.0,2.684,308.27,6.7,MT,479.33,479.01
2020-12-31,836750.0,2.684,308.27,6.7,NC,283.99,285.17
2020-12-31,836750.0,2.684,308.27,6.7,ND,336.75,337.27
2020-12-31,836750.0,2.684,308.27,6.7,NE,303.71,305.68
2020-12-31,836750.0,2.684,308.27,6.7,NH,300.64,304.12
2020-12-31,836750.0,2.684,308.27,6.7,NJ,272.49,273.87
2020-12-31,836750.0,2.684,308.27,6.7,NM,287.2,286.77
2020-12-31,836750.0,2.684,308.27,6.7,NV,301.76,302.21
2020-12-31,836750.0,2.684,308.27,6.7,NY,279.35,278.79
2020-12-31,836750.0,2.684,308.27,6.7,OH,236.37,237.2
2020-12-31,836750.0,2.684,308.27,6.7,OK,271.24,271.16
2020-12-31,836750.0,2.684,308.27,6.7,OR,491.27,496.82
2020-12-31,836750.0,2.684,308.27,6.7,PA,258.31,259.37
2020-12-31,836750.0,2.684,308.27,6.7,RI,277.12,278.13
2020-12-31,836750.0,2.684,308.27,6.7,SC,280.6,281.78
2020-12-31,836750.0,2.684,308.27,6.7,SD,339.22,341.3
